"GeneID","GeneName","control.Expression","treat.Expression","log2FoldChange","pvalue","padj","Up.Down.Regulation","shNC_HT29.1","shNC_HT29.2","shNC_HT29.3","shHMGA1_HT29.1","shHMGA1_HT29.2","shHMGA1_HT29.3"
"ENSG00000279687.1","FP565260.5",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.19,0,0,0,0
"ENSG00000279693.1","AC099521.2",0.492389171,0.14522485,-1.761510694,0.651125481,NA,"*",0.01,0.01,0,0,0,0
"ENSG00000279707.1","AC120349.3",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.15,0,0,0,0
"ENSG00000279743.1","AC002090.1",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.02,0,0,0,0
"ENSG00000279766.1","AC067931.1",1.938457102,1.709059614,-0.181706088,0.90817907,NA,"*",0.16,0.19,0.18,0.21,0,0.27
"ENSG00000279780.1","AC138907.9",1.596453239,0.359158207,-2.152178907,0.376518745,NA,"*",0.04,0.2,0,0,0,0.05
"ENSG00000279781.1","AC079336.6",0.97311086,0.368658638,-1.400318612,0.583443298,NA,"*",0.09,0.11,0.1,0.12,0,0
"ENSG00000279790.1","AL590552.1",0.810949862,0.157719431,-2.362252311,0.433008192,NA,"*",0.02,0.02,0.02,0,0,0
"ENSG00000279836.1","AP002967.1",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.14,0,0,0,0
"ENSG00000279845.1","AC097372.2",0.339034726,0.635840927,0.907232831,0.787259901,NA,"*",0,0.2,0,0,0,0.4
"ENSG00000279852.1","AC083964.2",1.321570216,1.020740024,-0.372637612,0.855532155,NA,"*",0,0.03,0.03,0.02,0,0.03
"ENSG00000279872.1","AC006435.4",6.530674906,9.023489592,0.466453372,0.623477295,NA,"*",6.56,19.8,23.04,38.17,0,41.92
"ENSG00000279882.1","AC112702.1",0.948864853,0.367239556,-1.369481157,0.619236466,NA,"*",0.61,0.4,0,0.44,0,0
"ENSG00000279891.1","AC022498.2",0.664158739,1.066646689,0.683482381,0.77028293,NA,"*",0,0.02,0.02,0.04,0,0.02
"ENSG00000279933.1","AL031595.1",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.01,0,0,0,0
"ENSG00000279951.1","AL138688.2",1.605597306,1.016438027,-0.659587846,0.719644505,NA,"*",0.05,0.06,0.03,0.03,0,0.06
"ENSG00000279980.1","AC018946.2",0.655465619,0.650465306,-0.011047999,0.996835178,NA,"*",0,0.02,0.02,0,0,0.04
"ENSG00000279985.1","AC008498.2",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.02,0,0,0,0
"ENSG00000279998.1","FP475955.3",0.609271671,0.349668257,-0.80109883,0.795934258,NA,"*",0.02,0.03,0,0,0,0.03
"ENSG00000280003.1","AC097637.2",0.492389171,0.14522485,-1.761510694,0.651125481,NA,"*",0.02,0.02,0,0,0,0
"ENSG00000280013.1","CU639417.3",NA,NA,NA,NA,NA,"*",0,4.93,0,0,0,0
"ENSG00000280036.1","AC020661.4",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.02,0,0,0,0
"ENSG00000280040.1","AC095031.1",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.09,0,0,0,0
"ENSG00000280062.1","AL031719.1",1.267320417,0.650559439,-0.962028546,0.687071924,NA,"*",0.03,0.03,0,0,0,0.03
"ENSG00000280073.1","AL157996.1",1.297394106,1.018082477,-0.349762348,0.856869746,NA,"*",0.02,0.02,0.03,0.02,0,0.03
"ENSG00000280076.1","AC112693.3",0.948864853,0.367239556,-1.369481157,0.619236466,NA,"*",0.04,0.02,0,0.04,0,0
"ENSG00000280083.1","AC079777.1",0.632578741,0.352026276,-0.845561955,0.783061911,NA,"*",0,0.02,0.02,0,0,0.02
"ENSG00000280117.1","AC122688.4",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0.01,0.01,0,0.01,0,0.01
"ENSG00000280122.1","AC016168.3",1.598712202,0.728106433,-1.134688989,0.611604405,NA,"*",0.03,0.02,0,0.03,0,0
"ENSG00000280134.1","AL731532.2",0.669270907,0.741377182,0.147617409,0.96000307,NA,"*",0,0.04,0,0.05,0,0
"ENSG00000280148.1","AL049844.3",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.04,0,0,0,0
"ENSG00000280179.1","CU639417.5",1.636301187,0.368747421,-2.149733459,0.332525518,NA,"*",0.01,0.03,0.03,0.02,0,0.01
"ENSG00000280205.1","AC009716.2",0.997445054,0.369989533,-1.430752914,0.599567402,NA,"*",0,0.01,0.02,0.01,0,0
"ENSG00000280224.1","AL008636.1",0.786457193,0.15654701,-2.328772288,0.484424725,NA,"*",0.09,0.05,0,0,0,0
"ENSG00000280231.1","AL031719.2",1.255103791,0.687716707,-0.867920374,0.699266252,NA,"*",0.47,0.19,0,0.21,0,0.19
"ENSG00000280288.1","AC131935.2",1.94250252,0.367936269,-2.400388668,0.253453563,NA,"*",0.06,0.06,0.06,0.05,0,0
"ENSG00000280311.1","AC131212.4",0.632578741,0.352026276,-0.845561955,0.783061911,NA,"*",0,0.05,0.05,0,0,0.05
"ENSG00000280321.1","AC129502.1",1.304500866,0.691986946,-0.914681176,0.681944141,NA,"*",0.02,0.08,0,0.03,0,0.02
"ENSG00000280330.1","CU634019.7",0.640865938,0.691174195,0.109026763,0.966265156,NA,"*",0.06,0.07,0.02,0.05,0,0.04
"ENSG00000280339.1","AP001528.3",7.682425592,2.687417284,-1.515341538,0.14745003,NA,"*",0.11,0.07,0.09,0.03,0,0.07
"ENSG00000280345.1","AC092184.1",1.739359287,0.171145641,-3.345259521,0.154135641,NA,"*",0.22,0.08,0.16,0,0,0
"ENSG00000280353.1","AC011466.4",1.620940104,1.425969732,-0.184887423,0.915360874,NA,"*",0.05,0.05,0.03,0.09,0,0.03
"ENSG00000280379.1","AP003072.5",0.971656743,0.691438661,-0.490845469,0.825853795,NA,"*",0.06,0.07,0.07,0.08,0,0.07
"ENSG00000280380.1","AC009831.4",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.01,0,0,0,0
"ENSG00000280384.1","FP325332.1",0.609271671,0.349668257,-0.80109883,0.795934258,NA,"*",0.02,0.02,0,0,0,0.02
"ENSG00000280392.1","AC007496.3",1.543690054,0.357085509,-2.11204162,0.352314069,NA,"*",0.03,0.01,0.01,0,0,0.01
"ENSG00000280402.1","AC093525.10",7.888974644,2.60571455,-1.598158752,0.177990877,NA,"*",0.34,0.17,0.15,0,0,0.21
"ENSG00000280758.1","AL356481.3",0.317587199,0.335962547,0.081147645,0.983397586,NA,"*",0,0.12,0,0,0,0.12
"ENSG00000280778.1","AC243547.3",0.517272725,0.147174954,-1.813392942,0.65309685,NA,"*",0,0.11,0,0,0,0
"ENSG00000281021.1","AL078581.3",0.642188308,0.368525918,-0.801230312,0.792442431,NA,"*",0.07,0.08,0,0.09,0,0
"ENSG00000281491.1","DNAJB5-DT",0.492389171,0.14522485,-1.761510694,0.651125481,NA,"*",0.07,0.08,0,0,0,0
"ENSG00000281548.1","LINC00895",0.317587199,0.335962547,0.081147645,0.983397586,NA,"*",0,0.03,0,0,0,0.03
"ENSG00000281591.1","DBET",0.492389171,0.14522485,-1.761510694,0.651125481,NA,"*",0.01,0.01,0,0,0,0
"ENSG00000281641.2","SAMD12-AS1",1.08533714,0.163057246,-2.734692804,0.362169028,NA,"*",0.25,0.1,0,0,0,0
"ENSG00000281920.1","AC007389.5",0.810949862,0.157719431,-2.362252311,0.433008192,NA,"*",0.07,0.08,0.07,0,0,0
"ENSG00000282033.1","AC074387.1",0.810949862,0.157719431,-2.362252311,0.433008192,NA,"*",0.06,0.12,0.06,0,0,0
"ENSG00000282041.1","Z82244.1",0.492389171,0.14522485,-1.761510694,0.651125481,NA,"*",0.06,0.06,0,0,0,0
"ENSG00000282059.1","CICP19",1.137337916,0.164723785,-2.787540172,0.34633533,NA,"*",0.02,0.07,0,0,0,0
"ENSG00000282164.3","PEG13",1.30757675,1.059674131,-0.303274952,0.875025033,NA,"*",0.01,0.01,0.01,0.01,0,0.01
"ENSG00000282308.1","DPRXP3",0.492389171,0.14522485,-1.761510694,0.651125481,NA,"*",0.11,0.13,0,0,0,0
"ENSG00000282413.1","AL133461.1",0.142056478,0.552369634,1.959169393,0.603380283,NA,"*",0,1.21,0,2.75,0,1.52
"ENSG00000282535.1","AC092192.1",1.137337916,0.164723785,-2.787540172,0.34633533,NA,"*",0.04,0.14,0,0,0,0
"ENSG00000282591.1","FAM138F",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.04,0,0,0,0
"ENSG00000282602.1","Z82244.2",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.22,0,0,0,0
"ENSG00000282987.1","AC099753.1",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.02,0,0,0,0
"ENSG00000283052.1","LINC02456",1.48909495,0.16968711,-3.133486867,0.244482833,NA,"*",0,0.1,0.07,0,0,0
"ENSG00000283061.1","AC215522.3",0.317587199,0.335962547,0.081147645,0.983397586,NA,"*",0,0.62,0,0,0,0.66
"ENSG00000283071.1","LBHD2",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.08,0,0,0,0
"ENSG00000283138.1","AC006207.1",1.279665951,0.367493729,-1.799975717,0.448330399,NA,"*",0.22,0.13,0.78,0.93,0,0
"ENSG00000283175.1","AC007920.2",0.965407888,1.34033933,0.473387771,0.809320622,NA,"*",0.02,0.02,0.02,0.02,0,0.06
"ENSG00000283234.1","AL590556.2",0.960813855,0.356015002,-1.432318918,0.603520862,NA,"*",0,0.08,0.06,0,0,0.06
"ENSG00000283324.1","CTXND2",1.636301187,0.368747421,-2.149733459,0.332525518,NA,"*",0.03,0.07,0.07,0.04,0,0
"ENSG00000283342.1","AC241584.2",0.812069988,0.157767873,-2.363800615,0.473506593,NA,"*",0.02,0.04,0,0,0,0
"ENSG00000283393.1","AC068205.3",0.642188308,0.368525918,-0.801230312,0.792442431,NA,"*",0.16,0.2,0,0.22,0,0
"ENSG00000283422.1","LINC02452",1.336245241,1.108445027,-0.269647587,0.902784541,NA,"*",0,0.01,0.04,0.05,0,0
"ENSG00000283423.1","AC109462.3",1.43778672,0.168496594,-3.093058352,0.214112412,NA,"*",0.21,0.24,0.12,0,0,0
"ENSG00000283427.1","AC006453.4",0.835498328,0.158836053,-2.395098523,0.463770361,NA,"*",0,0.04,0.07,0,0,0
"ENSG00000283436.1","LINC01958",0.516144158,0.147134953,-1.810634057,0.637078201,NA,"*",0,0.02,0.02,0,0,0
"ENSG00000283439.3","SPEM3",0.339034726,0.635840927,0.907232831,0.787259901,NA,"*",0,0.01,0,0,0,0.02
"ENSG00000283483.1","AC068205.4",0.633616878,0.967974864,0.611358818,0.813132715,NA,"*",0.06,0.07,0,0,0,0.2
"ENSG00000283516.1","AC022167.5",0.492389171,0.14522485,-1.761510694,0.651125481,NA,"*",0.03,0.04,0,0,0,0
"ENSG00000283518.1","AL592287.1",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.02,0,0,0,0
"ENSG00000283528.2","TCAF2C",7.208458337,1.313151598,-2.456657266,0.06624078,NA,"*",0.21,0.09,0.03,0,0,0.06
"ENSG00000283559.1","AC139491.6",3.276301503,0.660586479,-2.310248781,0.212585667,NA,"*",0.13,0.38,0.12,0.06,0,0.12
"ENSG00000283567.1","C19orf85",0.342746566,0.362577479,0.081147105,0.982918466,NA,"*",0,0.03,0,0.04,0,0
"ENSG00000283579.1","AL160035.1",0.317587199,0.335962547,0.081147645,0.983397586,NA,"*",0,0.12,0,0,0,0.12
"ENSG00000283879.1","AC132825.5",3.192805763,1.085394165,-1.55660573,0.346579447,NA,"*",3.1,1.44,1.33,2.38,0,0
"ENSG00000284060.1","AC002472.2",0.317587199,0.335962547,0.081147645,0.983397586,NA,"*",0,0.07,0,0,0,0.09
"ENSG00000284294.1","AC007326.5",3.85026704,1.309713757,-1.555706969,0.296546772,NA,"*",0.15,0.18,0.14,0,0,0.16
"ENSG00000284603.1","AC105233.4",0.492389171,0.14522485,-1.761510694,0.651125481,NA,"*",2.49,4.11,0,0,0,0
"ENSG00000284607.1","AL121936.1",0.609271671,0.349668257,-0.80109883,0.795934258,NA,"*",0.01,0.01,0,0,0,0.01
"ENSG00000284625.1","AP000867.4",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,3.8,0,0,0,0
"ENSG00000284627.1","AC079781.4",0.810949862,0.157719431,-2.362252311,0.433008192,NA,"*",2.14,3.8,3.58,0,0,0
"ENSG00000284636.1","AC073648.6",0.517272725,0.147174954,-1.813392942,0.65309685,NA,"*",0,7.8,0,0,0,0
"ENSG00000284660.1","AC092902.5",0.19790277,0.107487412,-0.8806241,0.829132557,NA,"*",2.67,3.63,0,0,0,4.08
"ENSG00000284661.1","AC105233.6",0.948456315,0.688974,-0.461131785,0.84614422,NA,"*",5.59,4.19,3.07,6.52,0,8.41
"ENSG00000284678.1","AL033527.4",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.09,0,0,0,0
"ENSG00000284687.1","AC092865.4",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,4.6,1.81,0,0,0
"ENSG00000284721.1","AL662907.3",0.104994506,0.216331401,1.042929252,0.798267215,NA,"*",0,0.02,0,0,0,0.02
"ENSG00000284776.1","AL121900.2",5.113272508,1.075432347,-2.249330144,0.121751931,NA,"*",0.69,0.34,0.34,0.35,0,0
"ENSG00000284797.1","AC008397.1",0.517272725,0.147174954,-1.813392942,0.65309685,NA,"*",0,0.11,0,0,0,0.01
"ENSG00000284800.1","AC235565.2",1.16224564,0.165481149,-2.812176231,0.339033276,NA,"*",0,0.04,0.02,0,0,0
"ENSG00000284842.1","FAM91A2P",3.906181104,1.784559929,-1.130190488,0.41089307,NA,"*",0.08,0.12,0.05,0.09,0,0.02
"ENSG00000284917.1","EEF1AKMT4-ECE2",0.317587199,0.335962547,0.081147645,0.983397586,NA,"*",0,0.01,0,0,0,0.01
"ENSG00000284952.1","AC104472.3",4.480994495,0.180359206,-4.634873984,0.019673801,NA,"*",0.11,0.04,0,0,0,0
"ENSG00000285025.1","AL022312.1",NA,NA,NA,NA,NA,"*",0,0.9,0,0,0,0
"ENSG00000285035.1","AC091057.5",1.915078786,1.705604272,-0.167120789,0.916752396,NA,"*",0.82,0.42,0.56,0.84,0,0.97
"ENSG00000285094.1","LINC01488",0.516144158,0.147134953,-1.810634057,0.637078201,NA,"*",0,0.01,0.01,0,0,0
"ENSG00000285122.1","PIGY-DT",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,2.59,0,0,0,0
"ENSG00000285244.1","DINOL",1.892930913,0.687503606,-1.461182573,0.473598612,NA,"*",0.19,0.11,0,0.06,0,0.05
"ENSG00000285257.1","AL157893.1",1.907750265,0.723289983,-1.39922625,0.489649473,NA,"*",1.9,0.72,0.66,1.36,0,0
"ENSG00000285287.1","AL354855.1",0.317587199,0.335962547,0.081147645,0.983397586,NA,"*",0,0.1,0,0,0,0.1
"ENSG00000285416.1","AC137630.5",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.07,0,0,0,0
"ENSG00000285486.1","AC003043.2",1.330717568,1.06336697,-0.323564846,0.873650491,NA,"*",0,0.02,0.02,0.02,0,0.01
"ENSG00000285492.1","AL356417.3",3.535829493,2.358285214,-0.584310496,0.655982153,NA,"*",0.01,0.01,0.01,0.01,0,0.01
"ENSG00000285518.1","AC004900.1",0.786457193,0.15654701,-2.328772288,0.484424725,NA,"*",0.12,0.06,0,0,0,0
"ENSG00000285528.1","AC097104.1",1.302647812,0.691502864,-0.913639953,0.661913435,NA,"*",0.02,0.02,0.03,0.02,0,0.02
"ENSG00000285530.1","AL445928.2",1.970987589,0.368621995,-2.418704629,0.296228805,NA,"*",0.01,0.05,0,0.01,0,0
"ENSG00000285532.1","AC091614.2",0.342746566,0.362577479,0.081147105,0.982918466,NA,"*",0,0.08,0,0.08,0,0
"ENSG00000285541.1","AC005548.1",2.281272086,1.054648086,-1.113076844,0.506201735,NA,"*",0.06,0.04,0.08,0.05,0,0.02
"ENSG00000285542.1","AC013717.1",6.321639139,3.818062298,-0.727458041,0.524941882,NA,"*",0.13,0.08,0.01,0.08,0,0.06
"ENSG00000285554.1","AC242988.2",0.516144158,0.147134953,-1.810634057,0.637078201,NA,"*",0,0.04,0.04,0,0,0
"ENSG00000285565.1","AL671762.1",2.003767057,1.477302527,-0.439749505,0.820232642,NA,"*",0,0.08,0.15,0.15,0,0.02
"ENSG00000285568.1","AP003398.2",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0.01,0.05,0,0,0,0
"ENSG00000285577.1","AC019127.1",0.64387597,1.061264369,0.720929374,0.759189145,NA,"*",0.02,0.02,0,0.05,0,0.02
"ENSG00000285633.1","AL132633.1",0.836615323,0.158887627,-2.396557642,0.463314655,NA,"*",0,0.02,0.01,0,0,0
"ENSG00000285636.1","AL450163.1",0.517272725,0.147174954,-1.813392942,0.65309685,NA,"*",0,0.06,0,0,0,0
"ENSG00000285647.1","AL671883.3",0.492389171,0.14522485,-1.761510694,0.651125481,NA,"*",0.03,0.03,0,0,0,0
"ENSG00000285656.1","AP002793.1",0.492389171,0.14522485,-1.761510694,0.651125481,NA,"*",0.04,0.05,0,0,0,0
"ENSG00000285663.1","AC108457.1",0.642188308,0.368525918,-0.801230312,0.792442431,NA,"*",0.02,0.02,0,0.02,0,0
"ENSG00000285664.1","AL139317.5",0.317587199,0.335962547,0.081147645,0.983397586,NA,"*",0,0.02,0,0,0,0.02
"ENSG00000285676.1","AL158212.5",1.610056701,0.689484157,-1.22352219,0.536467852,NA,"*",0.07,0.04,0.07,0.04,0,0.04
"ENSG00000285701.1","AL357140.4",0.317587199,0.335962547,0.081147645,0.983397586,NA,"*",0,0.07,0,0,0,0.07
"ENSG00000285704.1","AC004765.1",0.347857862,1.476766797,2.085872188,0.441815483,NA,"*",0,0.04,0,0.18,0,0
"ENSG00000285707.1","AL008720.1",1.137337916,0.164723785,-2.787540172,0.34633533,NA,"*",0.01,0.05,0,0,0,0
"ENSG00000285730.1","Z94721.3",1.321508461,1.715227891,0.376214608,0.837703297,NA,"*",0,0.1,0.1,0.11,0,0.14
"ENSG00000285740.1","AC090692.3",0.492389171,0.14522485,-1.761510694,0.651125481,NA,"*",0.02,0.02,0,0,0,0
"ENSG00000285748.1","AC090337.2",1.163490793,0.165404565,-2.81438884,0.38793333,NA,"*",0,0.05,0,0,0,0
"ENSG00000285758.1","AC036214.4",4.139854193,1.08018137,-1.938306386,0.211948782,NA,"*",0.15,0.04,0.06,0.07,0,0
"ENSG00000285761.1","AL645939.5",1.08533714,0.163057246,-2.734692804,0.362169028,NA,"*",0.06,0.02,0,0,0,0
"ENSG00000285781.1","AL117340.1",0.812069988,0.157767873,-2.363800615,0.473506593,NA,"*",0.03,0.07,0,0,0,0
"ENSG00000285792.1","AC040169.4",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.02,0,0,0,0
"ENSG00000285794.1","AL031281.3",1.739359287,0.171145641,-3.345259521,0.154135641,NA,"*",6.45,4.75,8.88,0.44,0,4.07
"ENSG00000285823.1","AL050344.2",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.04,0,0,0,0
"ENSG00000285847.1","AL713852.1",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.02,0,0,0,0
"ENSG00000285850.1","AC009152.3",1.273875804,1.338430165,0.071317236,0.970938676,NA,"*",0.07,0.08,0,0.04,0,0.11
"ENSG00000285889.1","AL355312.5",3.962072945,2.44831517,-0.694466155,0.595500383,NA,"*",0.07,0.36,0.29,0.26,0,0.18
"ENSG00000285901.1","AC008012.1",6.776876034,0.183464636,-5.207046476,0.163664871,NA,"*",0,0.08,0.16,0,0,0
"ENSG00000285908.1","AC080128.2",1.280675314,0.367652933,-1.80048836,0.477720874,NA,"*",0.03,0.02,0,0.01,0,0
"ENSG00000285942.1","AC018362.3",12.65827821,4.800804098,-1.39873321,0.099593577,NA,"*",0.16,0.28,0.15,0.1,0,0.12
"ENSG00000285970.1","AC106820.6",1.279665951,0.367493729,-1.799975717,0.448330399,NA,"*",0.09,0.05,0.05,0.06,0,0
"ENSG00000285973.1","AC063960.2",0.317587199,0.335962547,0.081147645,0.983397586,NA,"*",0,0.01,0,0,0,0.01
"ENSG00000286012.1","FP671120.6",NA,NA,NA,NA,NA,"*",0.17,0.23,0,0.26,0,0
"ENSG00000286037.1","AC011479.4",2.253328964,0.657716706,-1.776519728,0.352890396,NA,"*",0.27,0.24,0.36,0,0,0.3
"ENSG00000286045.1","AC005034.6",2.473046681,1.011491883,-1.28980473,0.485749483,NA,"*",0.07,0.01,0.02,0.01,0,0.03
"ENSG00000286063.1","AL121888.1",0.981506633,0.733363069,-0.420470401,0.857655201,NA,"*",0.01,0.01,0.01,0.02,0,0
"ENSG00000286073.1","AL138900.3",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.04,0,0,0,0
"ENSG00000286074.1","AC110795.1",1.16224564,0.165481149,-2.812176231,0.339033276,NA,"*",0,0.21,0.07,0,0,0
"ENSG00000286080.1","AC011477.8",0.342746566,0.362577479,0.081147105,0.982918466,NA,"*",0,0.02,0,0.02,0,0
"ENSG00000286087.1","AL133331.1",0.516144158,0.147134953,-1.810634057,0.637078201,NA,"*",0,0.05,0.05,0,0,0
"ENSG00000286098.1","AC008770.4",3.239405817,0.717024084,-2.17563573,0.208217577,NA,"*",0.05,0.03,0.06,0.03,0,0
"ENSG00000286099.1","AL390800.1",1.110244575,0.1638149,-2.760739035,0.309637572,NA,"*",0.01,0.01,0.01,0,0,0
"ENSG00000286105.1","AL353579.1",0.342746566,0.362577479,0.081147105,0.982918466,NA,"*",0,0.08,0,0.07,0,0
"ENSG00000286108.1","AL359916.1",0.317587199,0.335962547,0.081147645,0.983397586,NA,"*",0,0.02,0,0,0,0.02
"ENSG00000286121.1","AC093298.1",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.02,0,0,0,0
"ENSG00000286141.1","AC097480.2",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.01,0,0,0,0
"ENSG00000286146.1","FP236383.7",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.58,0,0,0,0
"ENSG00000286148.1","FP236383.8",NA,NA,NA,NA,NA,"*",0.17,0.23,0,0.26,0,0
"ENSG00000286149.1","FP236383.9",NA,NA,NA,NA,NA,"*",0.1,0.06,0.06,0,0,0
"ENSG00000286150.1","AC097459.1",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.03,0,0,0,0
"ENSG00000286154.1","AC009974.2",0.642188308,0.368525918,-0.801230312,0.792442431,NA,"*",0.05,0.06,0,0.06,0,0
"ENSG00000286155.1","FP671120.8",NA,NA,NA,NA,NA,"*",0.1,0.06,0.06,0,0,0
"ENSG00000286178.1","FP236383.10",NA,NA,NA,NA,NA,"*",0.17,0.23,0,0.26,0,0
"ENSG00000286249.1","AC016743.1",NA,NA,NA,NA,NA,"*",0,0.03,0,0,0,0
"ENSG00000286267.1","FP236383.11",NA,NA,NA,NA,NA,"*",0.1,0.06,0.06,0,0,0
"novel.13407","novel.13407",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,2.71,0,0,0,0
"novel.17028","novel.17028",1.820812064,0.172530973,-3.399654737,0.229992777,NA,"*",0,0.07,0,0,0,0
"novel.18272","novel.18272",0.642188308,0.368525918,-0.801230312,0.792442431,NA,"*",0.11,0.11,0,0.13,0,0
"novel.19170","novel.19170",3.138784375,0.178779745,-4.133950721,0.054435714,NA,"*",0,0.15,0.1,0,0,0
"novel.19515","novel.19515",2.621355363,1.792989059,-0.54794626,0.714219807,NA,"*",4.95,15.79,15.15,17.33,0,9.5
"novel.20449","novel.20449",0.948864853,0.367239556,-1.369481157,0.619236466,NA,"*",6.11,5.7,0,5.98,0,0
"novel.23877","novel.23877",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0.07,0,0.2,0,0.08
"novel.23879","novel.23879",5.014626527,0.18193459,-4.784650497,0.006491812,NA,"*",0.22,0.14,0.57,0,0,0
"novel.23951","novel.23951",NA,NA,NA,NA,NA,"*",0,4.65,0,0,0,0
"novel.23960","novel.23960",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0.07,0,0.2,0,0.08
"novel.23979","novel.23979",0.347615757,1.79833481,2.371096259,0.317709452,NA,"*",0,4.1,0,13.72,0,4.11
"novel.24018","novel.24018",NA,NA,NA,NA,NA,"*",0,0.01,0,0,0,0
"novel.24019","novel.24019",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0.07,0,0.2,0,0.08
"novel.24026","novel.24026",0.837838831,0.158832687,-2.39916491,0.50887362,NA,"*",0,1.26,0,0,0,0.11
"novel.24030","novel.24030",1.163490793,0.165404565,-2.81438884,0.38793333,NA,"*",0,4.34,0,0,0,0
"novel.24050","novel.24050",0.517272725,0.147174954,-1.813392942,0.65309685,NA,"*",0,0.91,0,0,0,0
"novel.24058","novel.24058",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,0.36,0,0,0,0
"novel.24074","novel.24074",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0.07,0,0.2,0,0.08
"novel.24086","novel.24086",NA,NA,NA,NA,NA,"*",0,1.73,0,0.34,0,0
"novel.24101","novel.24101",1.671140394,1.482379623,-0.172917986,0.937896607,NA,"*",1.18,11.87,0.25,10.48,0,0
"novel.24112","novel.24112",0.985999259,1.938627701,0.975377304,0.667919087,NA,"*",0,3.3,0,0,0,6.15
"novel.24116","novel.24116",2.613355288,0.659085015,-1.987366799,0.302849014,NA,"*",0.92,4.81,0.77,0,0,1.6
"novel.24136","novel.24136",3.21015784,5.40132622,0.750669449,0.517541107,NA,"*",0.46,0.44,0.35,0.62,0,1.33
"novel.24153","novel.24153",0.995249865,9.702026985,3.285155517,0.390318777,NA,"*",0,0.18,0,1.61,0,0
"novel.24159","novel.24159",NA,NA,NA,NA,NA,"*",0,1.73,0,0,0,0
"novel.24162","novel.24162",11.75522088,3.549249574,-1.727715718,0.423186789,NA,"*",0.07,0.27,0.03,0,0,0.11
"novel.24172","novel.24172",0.662625226,12.31412922,4.215977676,0.275515443,NA,"*",0,1.35,0,17.51,0,0
"novel.24186","novel.24186",2.302187467,2.590480959,0.170214663,0.921840196,NA,"*",0,0.09,0.08,0,0,0.18
"novel.24248","novel.24248",0.215291853,0.116931986,-0.8806241,0.829132557,NA,"*",0,2.54,0,0,0,0
"novel.24252","novel.24252",0.998647064,1.065550771,0.093552532,0.96812808,NA,"*",0,2.02,0,1.5,0,0.79
"novel.26705","novel.26705",1.271205183,4.18125965,1.717740724,0.327284291,NA,"*",0.22,0.25,0,0,0,1.27
"novel.3152","novel.3152",8.249132716,1.964299297,-2.07022768,0.086912861,NA,"*",9.92,11.09,3.46,0,0,7.72
"novel.6659","novel.6659",1.767944241,0.17173148,-3.363846344,0.187342768,NA,"*",0.46,0.85,0,0,0,0
"novel.6681","novel.6681",10.80059505,3.286158572,-1.716636795,0.117296882,NA,"*",0.13,0.13,0.27,0.17,0,0
"ENSG00000007038.11","PRSS21",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.1,0,0
"ENSG00000018607.6","ZNF806",0.121911962,0.251188243,1.042929252,0.798267215,NA,"*",0,0,0,0.03,0,0
"ENSG00000021461.16","CYP3A43",0.329706933,0.348783454,0.081147375,0.983163196,NA,"*",0.08,0,0,0.02,0,0
